u,v,geometry
685276,46921591,"LINESTRING (16.3453733 48.1878668, 16.3458615 48.187625, 16.346809 48.187332)"
685276,46921533,"LINESTRING (16.3453733 48.1878668, 16.3451636 48.1878008, 16.3449424 48.187734, 16.3448178 48.1877)"
46921596,46921603,"LINESTRING (16.3475056 48.1878612, 16.3476309 48.1879497)"
46921596,46921622,"LINESTRING (16.3475056 48.1878612, 16.3475831 48.1877632, 16.3479007 48.1873616, 16.3481836 48.1869917)"
46921673,46921738,"LINESTRING (16.3472553 48.1867185, 16.34633 48.1864481)"
46921673,46921680,"LINESTRING (16.3472553 48.1867185, 16.3480683 48.1856407)"
30882766,30675723,"LINESTRING (16.3515855 48.1838487, 16.3522032 48.1843327)"
30882766,30882767,"LINESTRING (16.3515855 48.1838487, 16.3524416 48.1827517)"
30882783,30882767,"LINESTRING (16.351635 48.1824752, 16.3522801 48.1826961, 16.3524416 48.1827517)"
30882783,27375751,"LINESTRING (16.351635 48.1824752, 16.3524143 48.1814551)"
46921633,2360132533,"LINESTRING (16.3494987 48.1852797, 16.3496602 48.1853364, 16.3502817 48.1855411)"
46921633,83689618,"LINESTRING (16.3494987 48.1852797, 16.3501569 48.1844218)"
83689299,83689301,"LINESTRING (16.3492477 48.1841165, 16.3502305 48.1827991)"
83689299,30675743,"LINESTRING (16.3492477 48.1841165, 16.3482869 48.1837891)"
61842861,100865808,"LINESTRING (16.3411293 48.1773136, 16.3407216 48.1780978)"
61842861,61842855,"LINESTRING (16.3411293 48.1773136, 16.3410255 48.1772782, 16.3397887 48.1770149)"
100865808,61767999,"LINESTRING (16.3407216 48.1780978, 16.3405813 48.1783667, 16.3405858 48.1784139, 16.3405466 48.1785024, 16.3404803 48.1786461, 16.3404109 48.1787031, 16.3403466 48.1788227, 16.340259 48.1789959, 16.3402459 48.1790218, 16.3401147 48.1792813, 16.3400809 48.1793491, 16.3400726 48.1793658)"
100865808,3873017955,"LINESTRING (16.3407216 48.1780978, 16.3406028 48.1780619, 16.3399437 48.1778627, 16.3393142 48.1776804, 16.3392387 48.1776576, 16.3391448 48.1776292, 16.3384566 48.1774132, 16.3383639 48.1773852, 16.3383533 48.177382)"
61842855,3873017951,"LINESTRING (16.3397887 48.1770149, 16.3386624 48.1767924, 16.338654 48.1767901)"
61767999,196394015,"LINESTRING (16.3400726 48.1793658, 16.3400663 48.1793761, 16.3400265 48.1794419, 16.3396269 48.1802492, 16.3395609 48.1803732)"
61767999,90169779,"LINESTRING (16.3400726 48.1793658, 16.3401947 48.1793969, 16.3402699 48.1794146, 16.3405056 48.179479, 16.3417909 48.1798244)"
3873017955,267731766,"LINESTRING (16.3383533 48.177382, 16.3379597 48.1781923, 16.3379145 48.1782853)"
3873017955,100865806,"LINESTRING (16.3383533 48.177382, 16.3365797 48.1770121)"
3873017951,61842953,"LINESTRING (16.338654 48.1767901, 16.3368564 48.1764284)"
3873017951,3873017955,"LINESTRING (16.338654 48.1767901, 16.3383533 48.177382)"
196394015,61842113,"LINESTRING (16.3395609 48.1803732, 16.3395052 48.1804596, 16.3393295 48.1806962)"
196394015,90169779,"LINESTRING (16.3395609 48.1803732, 16.3397074 48.180332, 16.3398065 48.1803038, 16.3401367 48.1802289, 16.3407423 48.1800915, 16.3414305 48.1799375, 16.341638 48.1798726, 16.3417679 48.1798317, 16.3417909 48.1798244)"
90169779,267621527,"LINESTRING (16.3417909 48.1798244, 16.3421576 48.1799217)"
267731766,61767997,"LINESTRING (16.3379145 48.1782853, 16.3377942 48.178529, 16.3377566 48.1786051, 16.3377002 48.1787262)"
100865806,100865805,"LINESTRING (16.3365797 48.1770121, 16.3365121 48.1769988, 16.3351808 48.1767362)"
100865806,267731768,"LINESTRING (16.3365797 48.1770121, 16.3364307 48.1773084)"
61842953,300130124,"LINESTRING (16.3368564 48.1764284, 16.3354731 48.1761475)"
61842953,100865806,"LINESTRING (16.3368564 48.1764284, 16.3365797 48.1770121)"
61842113,61841327,"LINESTRING (16.3393295 48.1806962, 16.3388881 48.1811946, 16.3387123 48.1813959, 16.3386885 48.1814171, 16.3386519 48.1814492, 16.3385871 48.1815163)"
267621527,61841437,"LINESTRING (16.3421576 48.1799217, 16.3432506 48.1802161)"
267621527,100866364,"LINESTRING (16.3421576 48.1799217, 16.3421484 48.1799337, 16.3421004 48.1799962, 16.342017 48.1800998, 16.3416216 48.1806087)"
61767997,61767999,"LINESTRING (16.3377002 48.1787262, 16.3378625 48.1787741, 16.3380473 48.1788278, 16.3384362 48.1789309, 16.3397561 48.1792807, 16.3399544 48.1793318, 16.3400726 48.1793658)"
61767997,302934964,"LINESTRING (16.3377002 48.1787262, 16.337672 48.1788158, 16.3376488 48.1788892, 16.3375667 48.17915)"
100865805,300130124,"LINESTRING (16.3351808 48.1767362, 16.3354148 48.1762668, 16.3354731 48.1761475)"
267731768,61842956,"LINESTRING (16.3364307 48.1773084, 16.3361746 48.1777869)"
267731768,267731766,"LINESTRING (16.3364307 48.1773084, 16.3379145 48.1782853)"
300130124,100864921,"LINESTRING (16.3354731 48.1761475, 16.3353513 48.1761209, 16.3342255 48.1758772)"
300130124,1523533148,"LINESTRING (16.3354731 48.1761475, 16.3354978 48.1760941, 16.3355697 48.175943, 16.3356768 48.175718, 16.3357434 48.1755929, 16.3357726 48.175541)"
61841327,274610733,"LINESTRING (16.3385871 48.1815163, 16.3385221 48.1815912, 16.3384663 48.181654, 16.3384394 48.1816861, 16.3378672 48.1823505)"
61841327,421570656,"LINESTRING (16.3385871 48.1815163, 16.3387851 48.1815932, 16.3391278 48.181713, 16.3392188 48.1817448, 16.339335 48.1817853, 16.3395865 48.1818729, 16.3402752 48.1821128, 16.3403202 48.1821285, 16.3404084 48.1821594)"
61841437,100866700,"LINESTRING (16.3432506 48.1802161, 16.3442118 48.1804771)"
61841437,100865814,"LINESTRING (16.3432506 48.1802161, 16.3433053 48.1801403, 16.3440176 48.1792131)"
100866364,267621528,"LINESTRING (16.3416216 48.1806087, 16.3410841 48.1813043)"
302934964,302934966,"LINESTRING (16.3375667 48.17915, 16.3373755 48.1797569, 16.337298 48.1800028)"
302934964,302934963,"LINESTRING (16.3375667 48.17915, 16.3365568 48.1790111)"
61842956,274610738,"LINESTRING (16.3361746 48.1777869, 16.337033 48.1783234)"
274610733,61767717,"LINESTRING (16.3378672 48.1823505, 16.3372156 48.1831177, 16.3368824 48.1835071, 16.336817 48.1835791)"
274610733,274590530,"LINESTRING (16.3378672 48.1823505, 16.3377801 48.1822872, 16.3374 48.1822305, 16.3365063 48.1820971, 16.3364368 48.1820854)"
61767717,685267,"LINESTRING (16.336817 48.1835791, 16.3367617 48.1836383, 16.3365118 48.1839377, 16.3362964 48.1841848, 16.3361547 48.1843474, 16.3361013 48.1844087, 16.3358539 48.1846892, 16.3357917 48.1847577)"
61767717,254904590,"LINESTRING (16.336817 48.1835791, 16.3368952 48.1836325, 16.3370894 48.1837268, 16.3374724 48.1839067, 16.3375576 48.1839458)"
274590530,61767716,"LINESTRING (16.3364368 48.1820854, 16.3364143 48.1821363, 16.3359545 48.1831789)"
274590530,274590529,"LINESTRING (16.3364368 48.1820854, 16.3363406 48.1820697, 16.3356114 48.1819512, 16.3355395 48.1819396)"
685267,654995,"LINESTRING (16.3357917 48.1847577, 16.3357297 48.1848262, 16.3355587 48.1849819, 16.3353 48.1852369, 16.3352601 48.1852775, 16.3351364 48.1853969, 16.3351016 48.1854328, 16.3350619 48.1855055)"
685267,139134914,"LINESTRING (16.3357917 48.1847577, 16.3356344 48.184701, 16.335391 48.1846096, 16.3351053 48.1845024, 16.3350158 48.1844688, 16.3348186 48.1843948, 16.3342066 48.1841652)"
254904590,254666250,"LINESTRING (16.3375576 48.1839458, 16.3378304 48.1840647, 16.3381779 48.1842162, 16.3383824 48.1843053, 16.3383938 48.1843099, 16.3384299 48.184326, 16.3386305 48.1844058)"
61767716,61767717,"LINESTRING (16.3359545 48.1831789, 16.3360828 48.1832213, 16.3367355 48.1835326, 16.336817 48.1835791)"
274590529,274590504,"LINESTRING (16.3355395 48.1819396, 16.3354876 48.1820835)"
139134914,254904588,"LINESTRING (16.3342066 48.1841652, 16.3342595 48.1840864, 16.3342657 48.1840773, 16.334438 48.1838235, 16.3345025 48.1837202, 16.3347242 48.1833849, 16.3350905 48.1828311, 16.3350963 48.1828223, 16.3351329 48.182767)"
139134914,685265,"LINESTRING (16.3342066 48.1841652, 16.3340763 48.1841239, 16.3332591 48.1838652)"
254666250,254666241,"LINESTRING (16.3386305 48.1844058, 16.338743 48.1844488, 16.3391096 48.1845828, 16.3394222 48.1846988, 16.3396198 48.1847722, 16.3397723 48.1848208, 16.3399472 48.1848483)"
274590504,61843702,"LINESTRING (16.3354876 48.1820835, 16.3352619 48.1827282, 16.3351912 48.1827948)"
254904588,61843702,"LINESTRING (16.3351329 48.182767, 16.3351912 48.1827948)"
685265,685264,"LINESTRING (16.3332591 48.1838652, 16.3324925 48.1836506, 16.3316713 48.1835227)"
254666241,61842471,"LINESTRING (16.3399472 48.1848483, 16.3406778 48.1848908, 16.3407944 48.1848976)"
254666241,254666244,"LINESTRING (16.3399472 48.1848483, 16.339775 48.185275, 16.3396881 48.1854904, 16.3396258 48.1856448, 16.3394127 48.1861729)"
61843702,61767716,"LINESTRING (16.3351912 48.1827948, 16.3359545 48.1831789)"
254666244,685268,"LINESTRING (16.3394127 48.1861729, 16.3387364 48.1859748, 16.3386944 48.1859625, 16.3375176 48.1856216)"
421570656,61841441,"LINESTRING (16.3404084 48.1821594, 16.3405024 48.1821922, 16.34053 48.1822019, 16.3414534 48.1825249)"
421570656,100866769,"LINESTRING (16.3404084 48.1821594, 16.3398978 48.1828259)"
100866700,297180239,"LINESTRING (16.3442118 48.1804771, 16.3446147 48.1805871)"
100866700,254695370,"LINESTRING (16.3442118 48.1804771, 16.3442737 48.1804015, 16.3443591 48.1802917, 16.3449442 48.1795365)"
100865814,61842858,"LINESTRING (16.3440176 48.1792131, 16.3445563 48.178493)"
100865814,267621526,"LINESTRING (16.3440176 48.1792131, 16.3429857 48.1788552)"
267621528,61842113,"LINESTRING (16.3410841 48.1813043, 16.3409963 48.1812741, 16.340968 48.1812643, 16.3407389 48.1811854, 16.3402791 48.1810271, 16.3402524 48.1810179, 16.3400003 48.180931, 16.3394392 48.1807378, 16.3393295 48.1806962)"
61841441,3577127321,"LINESTRING (16.3414534 48.1825249, 16.3421636 48.1827662, 16.3423465 48.1828304, 16.342393 48.1828467)"
61841441,61842116,"LINESTRING (16.3414534 48.1825249, 16.3421021 48.1816779)"
100866769,100866873,"LINESTRING (16.3398978 48.1828259, 16.3393781 48.1834959)"
100866769,100866770,"LINESTRING (16.3398978 48.1828259, 16.3399778 48.1828537, 16.3409405 48.1831875)"
3577127321,61841753,"LINESTRING (16.342393 48.1828467, 16.3426504 48.182937, 16.3433524 48.1831852)"
3577127321,100866698,"LINESTRING (16.342393 48.1828467, 16.3430479 48.1820117)"
100866873,254666250,"LINESTRING (16.3393781 48.1834959, 16.3390465 48.1839192, 16.3387316 48.1843292, 16.3386996 48.184356, 16.3386305 48.1844058)"
100866873,61841442,"LINESTRING (16.3393781 48.1834959, 16.3394635 48.1835259, 16.3403443 48.1838356, 16.3404379 48.1838422)"
100866770,61841441,"LINESTRING (16.3409405 48.1831875, 16.3414534 48.1825249)"
100866770,100866771,"LINESTRING (16.3409405 48.1831875, 16.3417725 48.183468, 16.341872 48.1835095)"
61841753,100866572,"LINESTRING (16.3433524 48.1831852, 16.3442196 48.1834839)"
61841753,61842117,"LINESTRING (16.3433524 48.1831852, 16.34401 48.1823367)"
100866365,61841437,"LINESTRING (16.3426569 48.1809819, 16.3431854 48.1802999, 16.3431935 48.1802895, 16.3432424 48.1802266, 16.3432506 48.1802161)"
100866365,100866364,"LINESTRING (16.3426569 48.1809819, 16.341706 48.1806391, 16.3416216 48.1806087)"
61841442,100866770,"LINESTRING (16.3404379 48.1838422, 16.3409405 48.1831875)"
61841442,100866874,"LINESTRING (16.3404379 48.1838422, 16.3408792 48.1839941, 16.3412605 48.1841253, 16.3413088 48.1841488, 16.3413591 48.1841733)"
100866771,3577127321,"LINESTRING (16.341872 48.1835095, 16.342393 48.1828467)"
100866771,100866772,"LINESTRING (16.341872 48.1835095, 16.3419643 48.1835468, 16.3428361 48.1838521)"
78185101,61842861,"LINESTRING (16.3414578 48.1766871, 16.3414113 48.1767691, 16.3413053 48.1769739, 16.3411293 48.1773136)"
78185101,78206150,"LINESTRING (16.3414578 48.1766871, 16.3415568 48.1767095, 16.3416009 48.1767208, 16.3421956 48.1768686, 16.3426156 48.1769688, 16.3429279 48.1770622)"
78184537,78208809,"LINESTRING (16.3457995 48.1784356, 16.3459373 48.1785385, 16.346582 48.178827, 16.3471537 48.1790828, 16.3478302 48.1793816, 16.3482958 48.1796433, 16.3484828 48.1797752, 16.3485971 48.1798559, 16.3488891 48.1800897, 16.3490208 48.1801882, 16.3491137 48.1802592)"
685264,25280891,"LINESTRING (16.3316713 48.1835227, 16.3306782 48.1834197, 16.3304357 48.1833946, 16.3297298 48.1833255, 16.3296127 48.1833135)"
199624,61841327,"LINESTRING (16.337042 48.1809234, 16.3371961 48.1810159, 16.3372994 48.1810675, 16.3374027 48.1811078, 16.3377853 48.1812417, 16.3382559 48.1814069, 16.3384409 48.1814693, 16.3385871 48.1815163)"
199624,274590530,"LINESTRING (16.337042 48.1809234, 16.3364368 48.1820854)"
199624,196394015,"LINESTRING (16.337042 48.1809234, 16.3371678 48.1809019, 16.3375187 48.1808421, 16.3379128 48.1807547, 16.3392417 48.1804602, 16.3393267 48.1804411, 16.3393992 48.1804201, 16.3395609 48.1803732)"
274590514,274590517,"LINESTRING (16.3341518 48.181162, 16.334075 48.1812647, 16.3340334 48.1813861, 16.3338653 48.1818761, 16.3337103 48.1823282)"
274590514,61843847,"LINESTRING (16.3341518 48.181162, 16.3349135 48.181103)"
274590517,272386368,"LINESTRING (16.3337103 48.1823282, 16.3341234 48.1824079)"
61843847,61843701,"LINESTRING (16.3349135 48.181103, 16.3358611 48.1810329)"
272386368,7132926974,"LINESTRING (16.3341234 48.1824079, 16.3344303 48.1824941)"
272386368,685265,"LINESTRING (16.3341234 48.1824079, 16.3340933 48.1824585, 16.3332591 48.1838652)"
61843701,302934965,"LINESTRING (16.3358611 48.1810329, 16.3362687 48.1798405)"
61843701,199624,"LINESTRING (16.3358611 48.1810329, 16.3367893 48.1809665, 16.337042 48.1809234)"
7132926974,254904588,"LINESTRING (16.3344303 48.1824941, 16.3348337 48.1826472, 16.3351329 48.182767)"
7132926974,274590504,"LINESTRING (16.3344303 48.1824941, 16.3346223 48.1819489, 16.3350522 48.1820152, 16.3354028 48.1820702, 16.3354876 48.1820835)"
302934965,61844404,"LINESTRING (16.3362687 48.1798405, 16.3363992 48.1794554)"
302934965,302934966,"LINESTRING (16.3362687 48.1798405, 16.3363656 48.1798558, 16.337223 48.1799911, 16.337298 48.1800028)"
61844404,302934963,"LINESTRING (16.3363992 48.1794554, 16.3365568 48.1790111)"
302934966,199624,"LINESTRING (16.337298 48.1800028, 16.3371003 48.1806303, 16.337042 48.1809234)"
302934963,61843700,"LINESTRING (16.3365568 48.1790111, 16.3366201 48.1788286)"
46864517,46863986,"LINESTRING (16.3318901 48.185207, 16.3307085 48.1859824)"
46864517,28982577,"LINESTRING (16.3318901 48.185207, 16.332608 48.1855351, 16.3327001 48.1855772)"
287902876,61848321,"LINESTRING (16.3311852 48.1813339, 16.3311801 48.1812589, 16.3311632 48.1810594, 16.3311681 48.1810387, 16.3311744 48.181008, 16.3311751 48.180976, 16.3311702 48.1808916, 16.3311528 48.180744, 16.3311396 48.1806409, 16.3311347 48.1806043, 16.3312053 48.180506, 16.3311703 48.1801899)"
287902876,61844633,"LINESTRING (16.3311852 48.1813339, 16.3313108 48.1813308, 16.3314772 48.1813206, 16.3324778 48.1812526, 16.332593 48.181246)"
61848321,274590490,"LINESTRING (16.3311703 48.1801899, 16.3312072 48.1797077)"
61848321,61848330,"LINESTRING (16.3311703 48.1801899, 16.3302726 48.1801806, 16.3297525 48.180174, 16.3295265 48.180167, 16.328818 48.1800995, 16.3284712 48.1800628, 16.32834 48.1800505, 16.3281244 48.1800313, 16.3278757 48.1800092, 16.3277657 48.1799995, 16.3276649 48.1799905, 16.3275353 48.1799806, 16.3270827 48.179995, 16.3269789 48.1800066)"
61844633,61767714,"LINESTRING (16.332593 48.181246, 16.3325583 48.1813337, 16.3325342 48.1813945, 16.3324451 48.1816195, 16.3323048 48.1819738, 16.3322718 48.1820508)"
61844633,61844846,"LINESTRING (16.332593 48.181246, 16.3327538 48.1812388, 16.3328415 48.1812348, 16.3329684 48.181229, 16.3331484 48.1812207, 16.3331806 48.1812189, 16.3334201 48.1812057)"
274590490,196394030,"LINESTRING (16.3312072 48.1797077, 16.3312442 48.1792648)"
61848330,302036234,"LINESTRING (16.3269789 48.1800066, 16.326983 48.1800791, 16.3269964 48.180336, 16.3269927 48.1809132, 16.3269928 48.1809563)"
61848330,98808831,"LINESTRING (16.3269789 48.1800066, 16.3268729 48.1800197, 16.3260046 48.1801728, 16.3258845 48.1801895, 16.3255057 48.1802242)"
61844846,274590542,"LINESTRING (16.3334201 48.1812057, 16.3334373 48.1811272, 16.3336182 48.1802994)"
61844846,274590514,"LINESTRING (16.3334201 48.1812057, 16.333474 48.1812025, 16.3341518 48.181162)"
196394030,61845674,"LINESTRING (16.3312442 48.1792648, 16.3312909 48.1788274)"
196394030,196394025,"LINESTRING (16.3312442 48.1792648, 16.3329327 48.1792913)"
302036234,302036229,"LINESTRING (16.3269928 48.1809563, 16.3269899 48.1811658, 16.3269854 48.181457, 16.3269856 48.1815152, 16.326986 48.181637, 16.3269883 48.1821015)"
302036234,302036233,"LINESTRING (16.3269928 48.1809563, 16.3253776 48.1810269)"
98808831,25280886,"LINESTRING (16.3255057 48.1802242, 16.3252239 48.1802499)"
98808831,98808830,"LINESTRING (16.3255057 48.1802242, 16.3253306 48.17935)"
274590542,274590495,"LINESTRING (16.3336182 48.1802994, 16.3337239 48.1798285)"
61845674,61845669,"LINESTRING (16.3312909 48.1788274, 16.3313498 48.1781305)"
61845674,274590528,"LINESTRING (16.3312909 48.1788274, 16.3323483 48.1789479)"
196394025,274590493,"LINESTRING (16.3329327 48.1792913, 16.3328639 48.1797279)"
302036229,188865687,"LINESTRING (16.3269883 48.1821015, 16.3269876 48.1821815, 16.326985 48.1826045)"
302036233,25280887,"LINESTRING (16.3253776 48.1810269, 16.3254434 48.1813516, 16.3254849 48.1815719, 16.3254954 48.1816317)"
25280886,25280882,"LINESTRING (16.3252239 48.1802499, 16.3245045 48.1802997, 16.3244239 48.1803064, 16.3243411 48.1803129)"
25280886,302036233,"LINESTRING (16.3252239 48.1802499, 16.3253776 48.1810269)"
98808830,61847567,"LINESTRING (16.3253306 48.17935, 16.3266827 48.1792309, 16.3267123 48.1792332, 16.3268216 48.1792418)"
98808830,98808829,"LINESTRING (16.3253306 48.17935, 16.3251708 48.1785693)"
274590495,274590493,"LINESTRING (16.3337239 48.1798285, 16.3328639 48.1797279)"
274590495,61844844,"LINESTRING (16.3337239 48.1798285, 16.3338801 48.1791414)"
274590493,61848324,"LINESTRING (16.3328639 48.1797279, 16.3327504 48.1801967)"
274590493,274590490,"LINESTRING (16.3328639 48.1797279, 16.3312072 48.1797077)"
61844844,274590519,"LINESTRING (16.3338801 48.1791414, 16.334573 48.1792288)"
61844844,61844843,"LINESTRING (16.3338801 48.1791414, 16.3339903 48.178249)"
46848583,25288058,"LINESTRING (16.3300053 48.1912017, 16.3301654 48.1905116, 16.3302311 48.1903485, 16.3302327 48.1902708, 16.3302823 48.1900679, 16.3303322 48.1899843)"
46848583,33208151,"LINESTRING (16.3300053 48.1912017, 16.3300493 48.1912066, 16.331174 48.1912956)"
25288058,25470109,"LINESTRING (16.3303322 48.1899843, 16.3304309 48.1895909, 16.3304896 48.1893326)"
33208151,25470106,"LINESTRING (16.331174 48.1912956, 16.3313083 48.1901029)"
25470109,46848807,"LINESTRING (16.3304896 48.1893326, 16.3305418 48.1891275)"
46848807,25288057,"LINESTRING (16.3305418 48.1891275, 16.3305364 48.1890498, 16.3305522 48.1889635, 16.3306939 48.1884491, 16.3306892 48.1883757, 16.3306988 48.1883003, 16.330738 48.1882327, 16.3307686 48.188155, 16.3308805 48.1876966, 16.3308908 48.1876543, 16.330928 48.1875673, 16.330984 48.187481)"
46848807,25470107,"LINESTRING (16.3305418 48.1891275, 16.3305537 48.1891297, 16.331399 48.1892862)"
25470107,25470138,"LINESTRING (16.331399 48.1892862, 16.3321415 48.1894231)"
25470107,25470136,"LINESTRING (16.331399 48.1892862, 16.3314063 48.189233, 16.3322822 48.1878866)"
61843700,274610738,"LINESTRING (16.3366201 48.1788286, 16.3367047 48.178576, 16.3367401 48.1785329, 16.337033 48.1783234)"
61843700,61843844,"LINESTRING (16.3366201 48.1788286, 16.3363055 48.1787161, 16.3360686 48.1786313, 16.3357864 48.1785304)"
61848324,61844633,"LINESTRING (16.3327504 48.1801967, 16.3327012 48.18053, 16.3326076 48.1811634, 16.332593 48.181246)"
61848324,61848321,"LINESTRING (16.3327504 48.1801967, 16.3312867 48.1801851, 16.3311703 48.1801899)"
274590519,274590539,"LINESTRING (16.334573 48.1792288, 16.3343198 48.1803828)"
274590519,61844125,"LINESTRING (16.334573 48.1792288, 16.3350614 48.1792912)"
61844843,61845306,"LINESTRING (16.3339903 48.178249, 16.3331244 48.1782171)"
297180239,100866274,"LINESTRING (16.3446147 48.1805871, 16.3452567 48.1807592)"
297180239,100866574,"LINESTRING (16.3446147 48.1805871, 16.3446669 48.1805142, 16.3447452 48.180432, 16.3448832 48.1803899, 16.3450174 48.1803794, 16.3462269 48.1802843, 16.346224 48.1803667, 16.3459069 48.1808415, 16.3458871 48.1809312)"
254695370,78184537,"LINESTRING (16.3449442 48.1795365, 16.3457651 48.178482, 16.3457899 48.1784485, 16.3457995 48.1784356)"
254695370,100865814,"LINESTRING (16.3449442 48.1795365, 16.3440176 48.1792131)"
61842858,61841435,"LINESTRING (16.3445563 48.178493, 16.3449098 48.1780477, 16.3449222 48.1780321)"
61842858,267621525,"LINESTRING (16.3445563 48.178493, 16.3435353 48.1781428)"
267621526,100865808,"LINESTRING (16.3429857 48.1788552, 16.3423584 48.1786423, 16.3422959 48.1786211, 16.3421546 48.1785682, 16.3421056 48.1785516, 16.3419343 48.1784954, 16.3418761 48.1784773, 16.3417473 48.1784499, 16.3416512 48.1783964, 16.3415684 48.1783474, 16.3414046 48.1782983, 16.340848 48.1781304, 16.3407216 48.1780978)"
267621526,267621527,"LINESTRING (16.3429857 48.1788552, 16.3423559 48.1796647, 16.3422175 48.1798491, 16.3421683 48.1799087, 16.3421576 48.1799217)"
61847369,61847567,"LINESTRING (16.3266683 48.178431, 16.3266793 48.1784893, 16.3267554 48.1788918, 16.3268085 48.1791728, 16.3268216 48.1792418)"
61847369,98808829,"LINESTRING (16.3266683 48.178431, 16.3265736 48.1784397, 16.3252895 48.1785583, 16.3251708 48.1785693)"
61847567,61848330,"LINESTRING (16.3268216 48.1792418, 16.3268286 48.1792796, 16.3269094 48.1797169, 16.3269639 48.1799436, 16.3269789 48.1800066)"
98808829,61847368,"LINESTRING (16.3251708 48.1785693, 16.324033 48.1786621)"
98808829,98808835,"LINESTRING (16.3251708 48.1785693, 16.3250712 48.1780643, 16.3249516 48.1774584)"
61847368,61847566,"LINESTRING (16.324033 48.1786621, 16.3240704 48.1788523, 16.3241926 48.1794445)"
61847368,61847367,"LINESTRING (16.324033 48.1786621, 16.3238233 48.1786815, 16.3226218 48.1787863, 16.3225146 48.1787915)"
98808835,61846013,"LINESTRING (16.3249516 48.1774584, 16.3262046 48.1773329, 16.326371 48.1773136, 16.3264654 48.1773026)"
98808835,98808827,"LINESTRING (16.3249516 48.1774584, 16.324782 48.1765587)"
61847566,25280882,"LINESTRING (16.3241926 48.1794445, 16.3243282 48.1802505, 16.3243411 48.1803129)"
61847566,98808830,"LINESTRING (16.3241926 48.1794445, 16.3253306 48.17935)"
61847367,61849347,"LINESTRING (16.3225146 48.1787915, 16.3223967 48.1787955, 16.3217227 48.1788564)"
61847367,61846777,"LINESTRING (16.3225146 48.1787915, 16.3225066 48.1786927, 16.3223482 48.1778973, 16.322301 48.1777322)"
61846013,61847369,"LINESTRING (16.3264654 48.1773026, 16.3264761 48.1773606, 16.3266084 48.1780814, 16.326659 48.1783766, 16.3266683 48.178431)"
61846013,61846010,"LINESTRING (16.3264654 48.1773026, 16.3265723 48.1772915, 16.3277398 48.1771703)"
98808827,127394977,"LINESTRING (16.324782 48.1765587, 16.324173 48.1766403, 16.3236366 48.1767122)"
25280882,25280883,"LINESTRING (16.3243411 48.1803129, 16.3243544 48.1803768, 16.3245554 48.1815538, 16.3245665 48.1816187, 16.3245695 48.1816718)"
25280882,25280885,"LINESTRING (16.3243411 48.1803129, 16.3242604 48.1803195, 16.3241118 48.1803318, 16.3228432 48.1804364)"
61849347,61847366,"LINESTRING (16.3217227 48.1788564, 16.3209662 48.1789228, 16.320778 48.1789374)"
61849347,61849341,"LINESTRING (16.3217227 48.1788564, 16.3218575 48.1796558)"
61846777,25280881,"LINESTRING (16.322301 48.1777322, 16.3236007 48.1775952, 16.3238218 48.1775729)"
61846777,61846782,"LINESTRING (16.322301 48.1777322, 16.322283 48.1776448, 16.3222439 48.1774544, 16.3221291 48.1768959, 16.3221157 48.1768307)"
61846010,61846238,"LINESTRING (16.3277398 48.1771703, 16.3287032 48.1770726, 16.3289891 48.177042)"
61846010,127394982,"LINESTRING (16.3277398 48.1771703, 16.3276978 48.1770783, 16.3276304 48.1767977, 16.3276211 48.176752, 16.3276483 48.1766904, 16.3276142 48.1765337, 16.3275626 48.176296, 16.3275512 48.1762571, 16.3275394 48.1762167)"
127394977,25280881,"LINESTRING (16.3236366 48.1767122, 16.3238218 48.1775729)"
127394977,300130146,"LINESTRING (16.3236366 48.1767122, 16.322926 48.176765, 16.3228261 48.1767724)"
188865687,25280889,"LINESTRING (16.326985 48.1826045, 16.3269769 48.1829551, 16.3269798 48.1830512)"
188865687,188869988,"LINESTRING (16.326985 48.1826045, 16.3271098 48.1826873, 16.3272919 48.1827366, 16.327976 48.1825504, 16.3283688 48.1824435, 16.3285354 48.1824919, 16.329727 48.1824927, 16.329853 48.1824941)"
25280887,302036228,"LINESTRING (16.3254954 48.1816317, 16.3255083 48.181698, 16.3256001 48.1821661)"
302036228,25280888,"LINESTRING (16.3256001 48.1821661, 16.3257099 48.1827674)"
302036228,302036229,"LINESTRING (16.3256001 48.1821661, 16.3269883 48.1821015)"
25280883,61848577,"LINESTRING (16.3245695 48.1816718, 16.3245709 48.1817347, 16.324569 48.181906, 16.3245581 48.1828842)"
25280883,25280887,"LINESTRING (16.3245695 48.1816718, 16.3254954 48.1816317)"
25280885,61849353,"LINESTRING (16.3228432 48.1804364, 16.3222017 48.1804878, 16.3219994 48.180504)"
25280885,61847577,"LINESTRING (16.3228432 48.1804364, 16.322821 48.1803553, 16.322668 48.1795832)"
25280888,25280889,"LINESTRING (16.3257099 48.1827674, 16.3259493 48.1828155, 16.3261847 48.1828884, 16.3263183 48.1829159, 16.3265282 48.1829679, 16.3266848 48.1829926, 16.3269798 48.1830512)"
61846238,61846239,"LINESTRING (16.3289891 48.177042, 16.3288445 48.1781835, 16.3288375 48.1782385)"
127394982,127394980,"LINESTRING (16.3275394 48.1762167, 16.3263067 48.1763747)"
127394982,286479933,"LINESTRING (16.3275394 48.1762167, 16.3275347 48.1761958, 16.3273309 48.1752915)"
